"Country","RowID","Age","Gender","Kids","Education","WrkStatus","Income","Occupation","YearsInPos","MnthsInPos","CommSize","MaritalStat","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfProcrast","OthrProcrast","DPMean","AIPMean","GPMean","SWLSMean","OccupatnAlt","EducationAlt","HDICategory","HDI"
"Ireland",396,25,"Male","No","ma","Full-Time",35000,"","1",2,"Village","Single",0,0,4,4,4,3,3,2,4,4,5,4,3,5,4,2,4,4,4,4,4,4,4,3,3,5,2,4,4,4,4,4,4,4,3,3,4,5,4,5,5,5,2,3,2,1,3,"Yes","Yes",3,3.73,3.9,2.6,"*MISSING*","Masters","Very High","0.923"
"Ireland",397,32.5,"Female","No","ltuni","Full-Time",35000,"","1",0,"*Missing*","Married",0,0,5,5,5,5,5,1,1,1,5,4,5,5,4,3,5,1,1,1,5,3,5,1,2,3,2,3,5,5,5,4,5,5,1,1,4,2,1,4,4,3,3,3,3,3,3,"Yes","Yes",4,3.13,3.25,3,"*MISSING*","Left University","Very High","0.923"
"Ireland",398,23,"Female","No","deg","Full-Time",25000,"","0",7,"Large Town","Single",0,0,4,5,5,2,2,1,1,5,4,2,4,5,4,1,3,4,2,3,2,4,4,3,1,5,4,3,4,4,5,1,2,4,2,4,4,3,2,4,5,4,4,4,3,3,3,"Yes","Yes",3.2,2.87,3.4,3.6,"*MISSING*","Degree","Very High","0.923"
"Ireland",386,24,"Female","No","deg","Full-Time",35000,"","1",0,"Village","Single",0,0,4,4,4,4,4,4,1,2,2,2,3,4,2,2,2,3,2,4,2,3,3,3,3,4,5,4,4,4,4,2,3,3,4,4,4,4,4,4,4,3,2,3,2,2,2,"Yes","Yes",3.2,2.6,3.65,2.4,"*MISSING*","Degree","Very High","0.923"
"Ireland",387,67.5,"Male","Yes","ma","Retired",35000,"","0",0,"Small Town","Divorced",NA,1,2,2,4,2,2,3,3,5,3,3,1,2,3,2,2,3,4,3,2,1,3,3,3,4,2,2,2,4,3,2,4,2,3,3,3,2,2,3,2,4,4,4,4,4,4,"No","No",2.2,2.73,2.65,4,"*MISSING*","Masters","Very High","0.923"
"Ireland",388,23,"Female","No","deg","Student",10000,"","2",0,"Large-City","Single",0,0,5,5,5,4,4,1,2,2,1,4,4,3,4,2,4,5,2,5,1,3,5,3,4,5,3,5,4,4,4,2,4,4,1,4,5,4,4,5,5,5,1,1,2,1,1,"Yes","No",3.8,2.93,3.9,2,"*MISSING*","Degree","Very High","0.923"
"Ireland",389,37.5,"Male","No","phd","Full-Time",55000,"","0",6,"Village","Single",0,0,3,4,3,3,3,2,3,2,3,4,4,4,4,4,4,2,4,3,4,4,4,3,3,4,3,3,4,3,4,3,4,5,2,4,4,3,3,4,3,5,2,3,2,3,2,"Yes","Yes",2.6,3.33,3.5,3,"*MISSING*","PhD","Very High","0.923"
"Ireland",390,23,"Female","No","ma","Student",15000,"","1",0,"Village","Single",0,0,4,5,3,5,5,5,5,5,5,4,3,5,5,3,5,4,5,5,5,5,5,5,5,5,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,"Yes","Yes",3.4,4.6,4.7,4.6,"*MISSING*","Masters","Very High","0.923"
"Ireland",391,37.5,"Female","Yes","lthigh","Full-Time",NA,"","6",0,"Rural/Country","Widowed",NA,2,5,5,3,2,3,3,3,4,5,5,5,5,4,3,5,2,4,5,5,5,5,3,3,2,5,3,5,3,5,3,3,5,4,3,4,5,5,4,5,4,3,4,3,4,3,"Yes","Yes",3.4,4.07,4,3.6,"*MISSING*","Left High School","Very High","0.923"
"Israel",263,32.5,"Female","No","ltuni","Student",25000,"Student and part time secretary","4",4,"Medium-Sized","Single",0,0,3,3,4,3,3,1,3,4,3,5,5,3,4,4,4,2,3,2,2,4,4,2,2,3,2,2,3,4,4,4,3,4,2,2,4,5,3,4,5,4,2,2,2,2,2,"Yes","No",2.6,3.2,3.3,2.4,"STUDENT AND PART TIME SECRETARY","Left University","Very High","0.899"
"Israel",264,55,"Female","Yes","deg","Retired",87500,"0","0",0,"Small City","Married",NA,0,4,3,2,1,1,2,1,5,4,2,2,4,5,2,3,2,3,1,2,3,3,1,3,1,2,2,4,4,4,2,1,3,2,3,4,5,5,2,3,3,5,5,5,4,4,"Yes","No",2,2.6,2.85,4.4,"*MISSING*","Degree","Very High","0.899"
"Israel",272,45,"Male","Yes","phd","Full-Time",150000,"","0",0,"Large Town","Married",NA,4,2,2,2,2,2,2,2,2,3,2,2,1,3,3,2,2,2,3,2,4,3,2,3,2,2,3,4,2,3,2,2,3,2,3,3,2,2,4,3,2,4,5,4,5,3,"Yes","No",2.4,2.2,2.7,4,"*MISSING*","PhD","Very High","0.899"
"Israel",273,32.5,"Male","No","deg","Full-Time",150000,"","2",0,"Small Town","Married",0,0,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,1,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,2,3,3,5,4,"Yes","Yes",3.6,4.8,4.4,3.6,"*MISSING*","Degree","Very High","0.899"
"Israel",274,28,"Female","No","ltuni","Student",NA,"","0",0,"Rural/Country","Single",0,0,2,3,3,1,1,2,2,5,2,3,1,2,3,3,3,5,3,2,3,3,3,2,2,3,2,4,3,4,3,2,1,3,2,3,3,4,5,5,2,4,2,2,3,1,3,"Yes","Yes",1.8,2.67,2.95,2.4,"*MISSING*","Left University","Very High","0.899"
"Israel",275,25,"Male","No","ma","Student",10000,"","1",0,"Small Town","Single",0,0,4,4,4,4,4,3,1,3,3,3,4,4,3,5,4,3,3,5,1,3,4,1,1,5,1,3,5,5,5,5,2,4,4,3,4,3,4,5,5,5,4,4,3,3,1,"Yes","No",3.2,3.27,3.6,3.8,"*MISSING*","Masters","Very High","0.899"
"Israel",276,20,"Male","No","ltuni","Full-Time",10000,"","1",2,"Village","Single",0,0,4,4,4,4,3,3,3,2,4,4,4,5,5,1,5,5,4,3,3,5,4,3,2,3,4,3,4,4,4,4,2,4,3,3,4,3,3,3,5,3,2,3,3,3,3,"Yes","Yes",3.2,3.6,3.5,2.8,"*MISSING*","Left University","Very High","0.899"
"Israel",277,21,"Male","No","high","Student",10000,"","0",1,"Village","Single",0,0,3,4,3,2,2,3,3,2,3,5,4,5,4,4,4,2,3,4,2,4,4,4,4,4,4,2,4,2,5,5,4,4,4,2,4,4,5,3,5,4,1,3,3,2,1,"Yes","Yes",2.4,3.33,3.85,2.6,"*MISSING*","High School","Very High","0.899"
"Israel",265,55,"Female","Yes","deg","Full-Time",NA,"Journalist","23",0,"Medium-Sized","Married",NA,2,3,4,4,3,3,1,2,4,4,3,2,4,3,2,4,3,3,2,3,2,3,3,3,2,3,2,3,3,4,4,4,3,2,2,4,4,3,4,4,3,3,4,3,3,3,"Yes","Yes",3.2,2.87,3.1,3.2,"JOURNALIST","Degree","Very High","0.899"
"Israel",266,67.5,"Male","Yes","deg","Retired",35000,"0","0",0,"Medium-Sized","Married",NA,2,3,1,1,1,1,1,1,3,2,1,1,1,2,1,2,3,1,3,1,3,2,1,1,1,1,1,1,3,3,1,1,2,1,1,3,3,1,2,1,3,5,5,5,5,5,"No","No",1.6,1.6,1.65,4.6,"*MISSING*","Degree","Very High","0.899"
"Israel",267,67.5,"Female","No","phd","Full-Time",NA,"lecturer","28",0,"Medium-Sized","*Missing*",0,0,4,3,3,2,3,1,1,3,3,3,3,1,3,4,4,2,1,4,1,5,5,3,4,1,5,3,3,3,4,3,4,4,3,3,4,5,5,3,5,4,4,4,4,5,4,"Yes","No",2.4,2.47,3.75,4.2,"PROFESSOR","PhD","Very High","0.899"
"Israel",268,24,"Male","No","deg","Student",10000,"Teaching Assistant/Graduate student","1",6,"Medium-Sized","Single",0,0,4,4,4,3,3,2,2,5,4,4,4,5,4,2,5,5,3,4,1,2,5,1,3,3,3,2,4,5,4,2,4,4,2,4,5,3,3,5,4,4,4,5,4,5,4,"Yes","Yes",3,3.53,3.4,4.4,"TEACHING ASSISTANT/GRADUATE STUDENT","Degree","Very High","0.899"
"Israel",269,28,"Female","No","ma","Student",15000,"please specify","2",7,"Small City","Single",0,0,2,2,1,1,1,3,2,5,3,2,1,1,2,2,1,3,3,4,1,3,4,1,2,3,4,2,2,1,4,1,4,4,3,1,1,2,4,4,4,4,5,5,5,4,4,"No","No",1.2,2.27,2.7,4.6,"*MISSING*","Masters","Very High","0.899"
"Israel",270,25,"Female","No","phd","Student",NA,"please specify","1",8,"Small City","Single",0,0,2,2,1,1,1,2,2,4,3,1,1,2,2,2,2,3,2,4,2,2,3,2,2,1,4,2,3,2,4,2,2,4,2,2,3,4,2,2,4,2,4,4,4,4,4,"Yes","No",1.2,2.2,2.6,3.6,"*MISSING*","PhD","Very High","0.899"
"Israel",271,67.5,"Female","Yes","high","Full-Time",10000,"teacher","30",0,"Medium-Sized","Married",NA,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,1,5,3,5,5,5,2,5,2,5,2,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,4,4,4,3,"Yes","Yes",4,4.53,4.45,4.2,"TEACHER","High School","Very High","0.899"
"Israel",280,37.5,"Male","No","ma","Part-Time",NA,"","0",0,"*Missing*","Single",0,0,4,4,5,4,4,4,5,5,5,5,4,5,3,5,5,4,5,1,5,5,5,5,5,5,3,4,4,4,4,2,4,4,4,1,4,5,4,4,5,4,3,4,4,3,3,"Yes","Yes",3.4,4.33,4.05,3.6,"*MISSING*","Masters","Very High","0.899"
"Israel",281,45,"Female","Yes","ma","Full-Time",NA,"",NA,0,"Village","*Missing*",NA,0,4,5,3,4,4,1,1,4,4,3,1,3,3,4,4,4,3,4,2,2,4,3,3,3,3,4,4,4,4,2,3,4,1,3,4,5,4,5,5,5,2,3,2,2,1,"Yes","Yes",3.2,3,3.5,2.8,"*MISSING*","Masters","Very High","0.899"
"Israel",278,28,"Female","No","deg","Student",10000,"","0",3,"Small Town","Single",0,0,4,5,3,2,2,2,4,5,5,5,5,5,5,1,5,3,5,3,5,5,5,3,2,2,3,3,5,3,5,4,5,5,3,2,5,3,4,5,4,5,2,3,2,2,1,"Yes","Yes",2.8,4,3.8,2.8,"*MISSING*","Degree","Very High","0.899"
"Israel",279,28,"Male","No","ltuni","Full-Time",25000,"","2",0,"Village","Divorced",0,0,5,5,5,3,3,4,2,4,3,5,2,5,4,3,5,4,4,4,4,5,5,3,3,4,3,3,4,3,4,2,5,5,4,4,4,5,5,4,5,4,4,5,5,3,3,"Yes","Yes",3.6,3.73,4,4.2,"*MISSING*","Left University","Very High","0.899"
"Italy",339,45,"Female","No","deg","Full-Time",55000,"Financial Controller","7",0,"Small City","Single",0,0,5,5,5,3,3,1,4,4,5,5,4,5,5,4,5,5,5,2,5,4,5,3,4,5,4,2,4,5,4,5,5,2,4,4,5,5,4,5,4,2,1,2,1,2,1,"Yes","Yes",3.6,4.13,4.15,1.6,"FINANCIAL CONTROLLER","Degree","Very High","0.887"
"Italy",340,45,"Male","No","phd","Full-Time",67500,"attorney","17",9,"Large-City","Married",0,0,3,4,4,1,1,2,3,5,4,3,3,4,4,2,2,4,4,3,4,2,4,5,4,2,4,4,4,4,4,2,2,5,2,4,5,5,4,4,4,5,4,4,3,2,3,"Yes","Yes",2.4,3.2,3.7,3.6,"ATTORNEY","PhD","Very High","0.887"
"Italy",342,67.5,"Female","Yes","ltuni","Retired",NA,"houswife","30",0,"Large-City","Married",0,4,5,4,4,1,1,4,2,3,3,2,2,3,3,2,1,1,2,5,1,2,4,4,1,1,3,4,2,4,2,1,3,3,3,4,4,1,2,2,3,3,4,5,2,4,2,"Yes","Yes",3.6,2.33,2.65,3.6,"HOME MAKER","Left University","Very High","0.887"
"Italy",343,25,"Female","No","ma","Student",10000,"please specify","0",4,"Medium-Sized","Single",0,0,5,4,4,2,3,2,4,5,4,3,1,5,3,3,3,3,4,5,5,1,5,2,3,3,4,4,4,5,4,3,1,4,4,3,4,4,3,3,5,5,3,3,4,3,1,"Yes","Yes",3,3.53,3.45,3.6,"*MISSING*","Masters","Very High","0.887"
"Italy",344,28,"Female","No","dip","Student",NA,"0","0",0,"Small Town","Single",0,0,5,5,5,5,5,4,4,5,4,3,5,5,3,3,4,5,5,5,3,4,4,4,4,4,4,2,2,5,3,4,4,4,2,4,4,4,4,3,4,4,3,4,3,2,2,"Yes","Yes",4,4.2,3.65,3.2,"*MISSING*","Diploma","Very High","0.887"
"Italy",307,55,"Female","No","ma","Full-Time",87500,"manager","17",0,"Large-City","Widowed",0,0,2,2,2,1,2,2,3,3,3,3,1,1,3,2,3,2,3,4,1,3,3,3,4,5,4,3,2,2,2,2,4,2,3,2,3,3,3,3,3,3,4,3,4,4,4,"No","No",1.4,2.4,2.95,3.6,"MANAGER","Masters","Very High","0.887"
"Italy",308,28,"Female","No","deg","Full-Time",10000,"Doctor; Physician","1",0,"Medium-Sized","Single",0,0,5,5,5,2,3,1,2,2,2,2,2,1,3,3,2,4,2,4,1,1,2,2,3,5,1,2,2,4,2,4,4,2,2,3,4,5,4,3,2,2,2,1,1,4,2,"Yes","Yes",3.4,2.27,2.85,2,"PHYSICIAN","Degree","Very High","0.887"
"Italy",309,25,"Male","No","deg","Student",10000,"please specify","5",6,"Large-City","Single",0,0,2,3,4,4,3,2,2,2,3,3,3,1,2,4,4,4,2,5,1,2,3,1,3,3,4,2,3,3,4,1,5,2,3,2,2,4,2,3,3,2,2,2,2,3,1,"No","Yes",2.6,2.73,2.75,2.2,"*MISSING*","Degree","Very High","0.887"
"Italy",310,24,"Male","No","dip","Student",10000,"please specify",NA,0,"Small Town","Single",0,0,1,4,1,1,2,1,3,3,3,2,1,4,4,4,2,4,4,2,5,2,3,1,1,4,3,3,3,1,4,2,1,4,2,2,3,5,5,2,3,2,4,3,3,4,2,"Yes","Yes",1.4,2.93,2.7,3.2,"*MISSING*","Diploma","Very High","0.887"
"Italy",311,55,"Male","Yes","phd","Full-Time",67500,"0","10",0,"Large-City","Married",0,2,5,5,2,4,4,1,1,2,2,2,4,1,2,3,2,4,1,5,1,3,3,1,2,3,4,1,3,2,2,5,4,1,1,2,3,2,1,3,3,3,4,1,1,2,2,"Yes","Yes",3.6,2.33,2.45,2.2,"*MISSING*","PhD","Very High","0.887"
"Italy",312,45,"Male","Yes","deg","Full-Time",250000,"Financial Advisor","23",0,"Large-City","Married",NA,1,5,5,5,5,5,1,1,1,5,4,4,2,2,2,3,1,1,1,1,2,2,3,1,5,1,1,4,1,1,1,5,1,1,1,2,3,2,4,5,1,1,1,1,1,1,"No","No",4.2,2.27,2.3,1,"FINANCIAL ADVISOR","Degree","Very High","0.887"
"Italy",313,55,"*Missing*","Yes","deg","Full-Time",150000,"manager","4",0,"Small City","Married",0,2,3,2,3,2,2,2,3,3,2,3,4,4,4,3,4,3,3,2,5,2,3,2,3,4,2,2,2,3,2,4,4,2,2,3,4,3,3,3,2,3,3,3,3,3,2,"Yes","Yes",2.4,3.13,2.75,3,"MANAGER","Degree","Very High","0.887"
"Italy",314,55,"Female","Yes","ltuni","Full-Time",NA,"teacher","10",0,"Small Town","Divorced",0,1,4,2,3,2,2,1,1,1,2,2,3,3,1,1,1,3,2,2,1,1,5,2,2,1,3,2,4,4,4,1,4,2,1,2,3,2,3,5,4,4,4,3,2,3,2,"Yes","Yes",2.4,1.73,2.75,3.2,"TEACHER","Left University","Very High","0.887"
"Italy",315,55,"Male","Yes","ma","Full-Time",250000,"entrepreneur","10",0,"Large-City","Married",NA,0,2,2,2,2,2,5,2,2,3,3,1,2,3,1,3,1,2,1,1,5,3,1,2,1,1,5,2,5,2,1,4,2,2,2,3,3,2,2,1,2,3,2,2,3,3,"No","No",1.6,2.13,2.45,2.4,"BUSINESS OWNER / SELF EMPLOYED","Masters","Very High","0.887"
"Italy",316,45,"Male","No","phd","Full-Time",150000,"Financial Advisor","4",0,"Large-City","Separated",0,0,3,4,4,3,3,3,2,3,3,3,4,5,3,3,4,3,2,3,1,2,3,1,3,2,3,1,3,4,3,1,4,3,1,2,3,5,3,2,2,4,5,4,3,2,4,"Yes","Yes",2.8,3,2.55,3.6,"FINANCIAL ADVISOR","PhD","Very High","0.887"
"Italy",317,55,"Female","No","phd","Retired",67500,"retired","0",3,"Large-City","Married",0,0,4,4,5,4,4,1,3,4,4,4,4,5,4,3,4,2,3,4,3,4,4,4,2,3,5,5,2,5,1,2,1,4,2,3,4,4,3,4,3,4,2,1,1,2,2,"Yes","Yes",3.4,3.47,3.25,2,"RETIRED","PhD","Very High","0.887"
"Italy",319,32.5,"Male","No","ma","Full-Time",25000,"0","3",8,"Small Town","Single",0,0,3,4,2,3,3,1,2,2,3,4,5,5,3,4,4,3,2,3,1,1,4,4,3,5,3,2,3,3,3,4,3,3,2,2,4,5,3,4,5,4,2,3,2,3,3,"Yes","Yes",2.4,3,3.3,2.8,"*MISSING*","Masters","Very High","0.887"
"Italy",320,67.5,"Male","Yes","ma","Retired",25000,"0","2",0,"Large-City","Separated",0,2,5,4,3,1,1,1,1,3,2,2,1,1,1,1,1,2,2,5,1,1,2,1,1,2,3,1,3,5,5,1,4,3,1,1,3,5,4,4,4,5,4,2,3,1,2,"Yes","Yes",3,1.67,2.7,3,"*MISSING*","Masters","Very High","0.887"
"Italy",321,67.5,"Male","Yes","phd","Full-Time",250000,"free professionist","30",0,"Small City","Married",NA,7,3,2,3,2,2,1,1,2,1,1,4,2,3,2,2,5,5,1,1,1,3,1,3,3,2,2,1,3,3,5,5,1,5,5,4,3,2,3,4,2,1,4,4,3,3,"Yes","No",3.4,2.2,2.95,2.8,"BUSINESS OWNER / SELF EMPLOYED","PhD","Very High","0.887"
"Italy",322,45,"Male","Yes","ma","Full-Time",55000,"Agronomist","10",0,"Medium-Sized","Married",NA,0,2,2,2,2,3,3,3,3,4,4,4,4,1,1,5,5,5,5,5,5,5,1,5,5,5,1,5,5,1,1,5,2,3,2,1,4,3,4,1,4,4,2,1,2,3,"Yes","Yes",1.6,3.67,3.2,2.6,"AGRONOMIST","Masters","Very High","0.887"
"Italy",323,19,"Female","No","high","Student",NA,"0","0",0,"Small Town","Single",0,0,4,5,5,4,4,2,4,2,5,5,5,5,3,5,5,1,5,5,5,2,5,4,5,5,5,5,3,5,4,5,1,5,2,3,4,5,5,4,5,3,1,3,2,1,1,"Yes","Yes",3.6,4.07,4.1,2,"*MISSING*","High School","Very High","0.887"
"Italy",324,55,"Male","Yes","ma","Student",67500,"college professor","28",0,"Large-City","Married",NA,2,4,3,3,1,2,3,4,5,4,4,4,4,5,5,5,2,4,2,2,2,4,1,4,2,4,3,3,5,4,1,3,5,4,2,5,3,3,4,3,4,4,4,4,4,2,"Yes","Yes",2.6,3.67,3.25,4,"PROFESSOR","Masters","Very High","0.887"
"Italy",325,19,"Male","No","high","Student",NA,"0","0",0,"Small Town","Single",0,0,5,1,1,1,2,1,1,1,2,1,1,2,5,1,2,2,1,3,1,1,2,1,1,1,3,3,3,1,2,3,4,1,2,3,2,1,2,2,3,4,5,5,4,3,4,"No","Yes",1.6,1.73,2.05,4.2,"*MISSING*","High School","Very High","0.887"
"Italy",326,45,"Male","No","phd","Full-Time",35000,"0","3",0,"Large-City","Single",0,0,3,3,3,3,3,1,1,1,2,2,3,2,3,3,2,4,2,4,1,1,3,3,4,4,2,2,3,3,4,3,2,3,2,3,2,4,4,2,3,4,2,2,3,3,2,"Yes","No",2.4,2.27,2.85,2.8,"*MISSING*","PhD","Very High","0.887"
"Italy",327,20,"Female","No","high","Student",10000,"please specify","2",2,"Medium-Sized","Single",0,0,4,4,5,3,3,1,5,2,5,5,1,3,3,3,5,2,5,3,5,2,3,4,4,5,3,5,3,5,4,5,5,5,2,5,5,5,5,4,3,5,1,1,1,1,2,"Yes","Yes",3.2,3.4,4.1,1.8,"*MISSING*","High School","Very High","0.887"
"Italy",328,55,"Male","Yes","deg","Full-Time",67500,"manager","7",0,"Medium-Sized","Married",NA,1,2,2,4,2,2,2,4,4,2,1,2,2,5,3,2,1,3,4,2,1,2,1,2,1,4,3,3,3,2,2,3,2,3,4,3,2,2,3,2,4,4,4,4,4,4,"Yes","No",2.2,2.6,2.4,4,"MANAGER","Degree","Very High","0.887"
"Italy",329,28,"Male","No","ma","Full-Time",25000,"Financial Advisor","6",0,"Large Town","Single",0,0,3,3,2,2,2,1,1,1,3,2,3,1,2,2,2,2,2,1,2,2,3,1,2,2,1,2,1,2,2,1,1,2,1,2,3,2,1,3,3,2,2,3,3,3,1,"Yes","No",2,1.8,1.85,2.6,"FINANCIAL ADVISOR","Masters","Very High","0.887"
"Italy",330,55,"Male","Yes","dip","Full-Time",87500,"0","17",0,"Medium-Sized","Married",NA,2,3,3,3,2,4,2,2,4,2,2,2,3,3,3,3,2,2,3,4,3,3,3,4,5,2,3,4,1,4,3,5,2,3,2,1,4,3,4,2,4,1,1,1,1,1,"Yes","Yes",2.6,2.73,3.05,1.6,"*MISSING*","Diploma","Very High","0.887"
"Italy",331,28,"Male","No","ma","Full-Time",35000,"dentist","3",0,"Large-City","Single",0,0,4,4,4,4,4,2,5,2,4,5,5,4,2,5,5,3,5,4,5,5,4,4,4,4,4,2,4,5,5,5,4,4,4,4,3,4,4,2,4,2,2,3,2,2,2,"Yes","Yes",3.2,4,3.95,2.2,"DENTIST","Masters","Very High","0.887"
"Italy",332,45,"Male","Yes","phd","Full-Time",150000,"manager","8",6,"Large-City","Divorced",NA,0,4,5,5,3,4,5,5,5,4,5,1,5,5,1,4,5,5,5,1,4,1,3,5,5,1,4,4,5,4,2,1,4,5,4,5,5,4,4,4,4,3,4,3,4,1,"Yes","Yes",3.4,4,3.7,3.6,"MANAGER","PhD","Very High","0.887"
"Italy",333,21,"Female","No","ltuni","Student",10000,"0","0",0,"Small Town","*Missing*",0,0,5,4,1,3,3,1,4,3,5,4,2,2,3,4,4,3,5,4,5,2,4,3,2,5,4,4,4,3,4,4,2,4,3,3,4,3,3,4,4,4,4,3,4,2,4,"Yes","*Missing*",2.6,3.47,3.45,3.4,"*MISSING*","Left University","Very High","0.887"
"Italy",334,45,"Male","No","grade","Full-Time",150000,"director","7",0,"Large-City","Single",0,0,4,4,4,3,3,3,2,2,3,3,3,4,4,3,4,3,3,3,4,3,3,2,3,3,3,2,4,3,5,4,3,4,3,3,4,3,3,4,3,3,3,3,3,3,1,"Yes","Yes",3,3.13,3.25,3,"DIRECTOR","Elementary School","Very High","0.887"
"Italy",335,67.5,"Male","Yes","ma","Retired",67500,"0","0",0,"Medium-Sized","Married",NA,10,4,3,3,2,2,1,1,2,2,1,4,1,2,1,1,1,1,4,1,2,2,1,2,2,4,2,2,2,3,2,4,2,2,2,2,3,2,3,1,3,4,4,4,4,3,"Yes","No",4.4,1.67,2.25,3.8,"*MISSING*","Masters","Very High","0.887"
"Italy",336,45,"Male","Yes","ma","Full-Time",NA,"0","2",0,"Medium-Sized","Married",NA,0,4,4,4,3,3,2,2,2,3,3,3,2,3,2,2,4,3,2,2,3,3,2,2,2,2,2,2,3,3,4,4,3,2,3,3,3,3,2,3,2,3,2,3,3,2,"Yes","No",3,2.53,2.7,2.6,"*MISSING*","Masters","Very High","0.887"
"Italy",337,37.5,"Male","No","ma","Full-Time",25000,"0","0",0,"Medium-Sized","Single",0,0,1,1,3,3,2,1,1,2,1,1,1,1,1,1,1,1,5,2,1,3,2,1,1,1,1,2,1,3,2,1,5,1,1,3,1,3,1,3,1,1,2,3,2,2,3,"No","No",1.6,1.47,1.85,2,"*MISSING*","Masters","Very High","0.887"
"Italy",338,32.5,"Female","No","ltuni","Unemployed",NA,"0","0",0,"Small City","Single",0,0,4,4,4,4,4,2,4,5,5,4,5,4,4,2,5,3,3,4,1,5,4,2,3,3,4,5,4,4,4,2,3,4,3,4,4,2,3,4,5,4,4,2,1,1,5,"Yes","No",3.2,3.67,3.6,2.4,"*MISSING*","Left University","Very High","0.887"
"Italy",352,55,"Male","Yes","ma","Full-Time",150000,"college professor","23",0,"Large-City","Married",NA,1,4,4,4,4,4,2,3,3,3,3,2,4,4,4,4,5,3,4,2,4,4,3,4,3,2,4,4,4,4,3,3,4,3,4,4,4,4,4,3,4,3,3,4,4,4,"Yes","Yes",3.4,3.33,3.6,3.6,"PROFESSOR","Masters","Very High","0.887"
"Italy",354,22,"Female","No","ltuni","Student",NA,"0","0",0,"Large-City","Single",0,0,2,4,4,4,4,3,4,4,4,4,4,5,4,3,3,4,3,3,2,3,4,4,4,5,4,4,4,4,5,3,2,3,2,2,4,4,4,4,5,4,2,3,3,2,1,"Yes","Yes",2.8,3.6,3.7,2.8,"*MISSING*","Left University","Very High","0.887"
"Italy",355,55,"Female","No","ltuni","Part-Time",10000,"Dance teacher","14",0,"Small City","Married",0,0,5,5,5,3,3,2,3,5,4,4,5,3,4,4,4,2,4,3,5,2,5,1,4,5,5,1,5,5,5,1,5,5,2,3,4,5,4,4,5,5,2,3,1,2,1,"Yes","Yes",3.6,3.67,3.8,2.6,"DANCE TEACHER","Left University","Very High","0.887"
"Italy",356,45,"Female","Yes","ma","Full-Time",25000,"coordinatore operativo","10",0,"Medium-Sized","Married",NA,1,1,1,1,1,1,4,5,4,4,3,5,3,4,3,3,3,4,3,5,3,4,2,4,5,4,1,1,1,3,4,1,2,2,2,4,3,3,3,2,1,5,5,5,5,4,"No","Yes",1,3.6,2.7,4.2,"OPERATIONS - COORDINATOR","Masters","Very High","0.887"
"Italy",357,45,"Female","No","ltuni","Part-Time",10000,"teacher","13",0,"Large-City","Married",0,0,5,5,5,3,3,2,2,5,3,3,4,4,4,4,4,2,3,2,5,2,5,1,3,5,5,2,5,5,5,3,1,5,3,3,4,5,4,5,5,5,2,3,1,3,1,"Yes","Yes",3.6,3.33,3.8,2.8,"TEACHER","Left University","Very High","0.887"
"Italy",345,37.5,"Female","Yes","phd","Part-Time",250000,"college professor","4",0,"Large-City","Married",NA,0,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,1,5,4,3,3,3,3,3,3,4,4,5,3,4,3,2,5,4,4,4,4,3,3,3,3,3,2,"Yes","*Missing*",3.2,3,3.65,3,"PROFESSOR","PhD","Very High","0.887"
"Italy",346,28,"Male","Yes","high","Unemployed",55000,"0","10",0,"Medium-Sized","Single",4,3,1,1,1,1,1,5,5,5,1,1,1,1,5,1,1,5,5,5,1,1,1,1,5,5,1,5,1,5,1,1,5,1,5,5,5,1,1,5,1,5,1,1,1,1,1,"Yes","Yes",1.4,2.87,2.8,1.8,"*MISSING*","High School","Very High","0.887"
"Italy",347,28,"Female","No","ltuni","Full-Time",15000,"teacher","14",0,"Large Town","Married",0,0,5,4,5,5,5,5,5,4,5,5,5,5,1,2,5,5,5,4,1,4,3,1,5,1,2,5,5,5,1,1,1,5,1,1,1,4,4,2,5,5,1,1,1,1,2,"Yes","Yes",3.8,4.13,2.85,1.8,"TEACHER","Left University","Very High","0.887"
"Italy",348,67.5,"Female","Yes","ma","Retired",87500,"President Nongovernmental organization","4",6,"Large Town","Married",NA,1,3,3,2,2,3,1,1,3,1,3,3,3,3,2,3,2,1,2,1,2,3,2,2,1,2,3,3,3,3,2,1,3,2,2,3,2,1,3,2,3,4,4,4,4,4,"Yes","Yes",2.2,2.13,2.25,3.8,"PRESIDENT - NGO","Masters","Very High","0.887"
