"RowID","ï..Age","Gender","Kids","Edu","Work.Status","Annual.Income","Current.Occupation","How.long.have.you.held.this.position...Years","How.long.have.you.held.this.position...Months","Community.size","Country.of.residence","Marital.Status","Number.of.sons","Number.of.daughters","X.DP.1..I.waste.a.lot.of.time.on.trivial.matters.before.getting.to.the.final.decisions","X.DP.2..Even.after.I.make.a.decision.I.delay.acting.upon.it","X.DP.3..I.donâ..t.make.decisions.unless.I.really.have.to","X.DP.4..I.delay.making.decisions.until.itâ..s.too.late","X.DP.5..I.put.off.making.decisions.until.itâ..s.too.late","X.AIP.1..I.pay.my.bills.on.time","X.AIP.2.I.am.prompt.and.on.time.for.most.appointments.","X.AIP.3.I.lay.out.my.clothes.the.night.before.I.have.an.important.appointment..so.I.wonâ..t.be.late","X.AIP.4..I.find.myself.running.later.than.I.would.like.to.be","X.AIP.5..I.donâ..t.get.things.done.on.time","X.AIP.6..If.someone.were.teaching.a.course.on.how.to.get.things.done.on.time..I.would.attend","X.AIP.7..My.friends.and.family.think.I.wait.until.the.last.minute.","X.AIP.8..I.get.important.things.done.with.time.to.spare","X.AIP.9..I.am.not.very.good.at.meeting.deadlines","X.AIP.10..I.find.myself.running.out.of.time.","X.AIP.11..I.schedule.doctorâ..s.appointments.when.I.am.supposed.to.without.delay","X.AIP.12..I.am.more.punctual.than.most.people.I.know","X.AIP.13..I.do.routine.maintenance..e.g...changing.the.car.oil..on.things.I.own.as.often.as.I.should","X.AIP.14.When.I.have.to.be.somewhere.at.a.certain.time.my.friends.expect.me.to.run.a.bit.late","X.AIP.15.Putting.things.off.till.the.last.minute.has.cost.me.money.in.the.past","X.GP.1.I.often.find.myself.performing.tasks.that.I.had.intended.to.do.days.before","X.GP2..I.often.miss.concerts..sporting.events..or.the.like.because.I.donâ..t.get.around.to.buying.tickets.on.time","X.GP.3..When.planning.a.party..I.make.the.necessary.arrangements.well.in.advance","X.GP.4..When.it.is.time.to.get.up.in.the.morning..I.most.often.get.right.out.of.bed","X.GP.5..A.letter.may.sit.for.days.after.I.write.it.before.mailing.it.possible","X.GP.6..I.generally.return.phone.calls.promptly","X.GP.7..Even.jobs.that.require.little.else.except.sitting.down.and.doing.them..I.find.that.they.seldom.get.done.for.days","X.GP.8..I.usually.make.decisions.as.soon.as.possible","X.GP.9..I.generally.delay.before.starting.on.work.I.have.to.do","X.GP.10..When.traveling..I.usually.have.to.rush.in.preparing.to.arrive.at.the.airport.or.station.at.the.appropriate.time","X.GP.11..When.preparing.to.go.out..I.am.seldom.caught.having.to.do.something.at.the.last.minute","X.GP.12..In.preparation.for.some.deadlines..I.often.waste.time.by.doing.other.things","X.GP.13..If.a.bill.for.a.small.amount.comes..I.pay.it.right.away","X.GP.14..I.usually.return.a.â.œRSVPâ...request.very.shortly.after.receiving.it","X.GP.15..I.often.have.a.task.finished.sooner.than.necessary","X.GP.16..I.always.seem.to.end.up.shopping.for.birthday.gifts.at.the.last.minute","X.GP.17..I.usually.buy.even.an.essential.item.at.the.last.minute","X.GP.18..I.usually.accomplish.all.the.things.I.plan.to.do.in.a.day","X.GP.19..I.am.continually.saying.â.œIâ..ll.do.it.tomorrowâ..","X.GP.20..I.usually.take.care.of.all.the.tasks.I.have.to.do.before.I.settle.down.and.relax.for.the.evening","X.SWLS.1..In.most.ways.my.life.is.close.to.my.ideal","X.SWLS.2.The.conditions.of.my.life.are.excellent","X.SWLS.3..I.am.satisfied.with.my.life.","X.SWLS.4..So.far.I.have.gotten.the.important.things.I.want.in.life","X.SWLS.5..If.I.could.live.my.life.over..I.would.change.almost.nothing","Do.you.consider.yourself.a.procrastinator.","Do.others.consider.you.a.procrastinator."
708,22,"Female","No Kids","deg","full-time",25000,"Administration Assistant",0,5,"Large-City","Australia","Single","0",0,4,4,4,3,3,1,2,4,5,4,3,5,3,4,5,2,3,3,1,5,3,1,3,4,1,2,5,3,4,4,4,4,1,2,3,3,2,4,3,3,3,3,2,2,1,"yes","yes"
709,28,"Female","No Kids","deg","part-time",67500,"Market Analyst",2,0,"Large Town","Australia","Single","0",0,1,4,2,2,2,5,3,1,5,4,5,5,4,4,2,4,2,5,5,5,1,5,3,4,5,3,5,3,4,3,3,4,5,5,4,5,5,4,4,4,4,5,4,3,3,"yes","yes"
710,37.5,"Male","No Kids","deg","student",10000,"0",2,0,"Large-City","Australia","Single","0",0,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,1,1,4,5,5,5,5,1,5,1,1,1,1,"yes","yes"
711,45,"Male","Yes Kids","deg","full-time",87500,"IT Manager",13,0,"Small City","Australia","Married","Male",2,3,3,4,3,3,2,3,5,4,3,4,4,4,3,4,4,5,5,4,3,4,1,3,5,2,2,3,4,4,4,2,3,4,4,3,4,2,4,3,4,4,4,4,4,3,"yes","yes"
712,24,"Female","Yes Kids","high","part-time",25000,"Customer Service",6,2,"Large-City","Australia","Single","Male",0,3,3,5,2,2,1,1,1,4,4,1,2,3,3,5,4,3,5,3,2,5,1,2,5,3,4,5,4,4,5,5,3,1,4,3,2,2,4,5,5,4,4,4,4,5,"yes","yes"
713,32.5,"Male","Yes Kids","phd","full-time",67500,"IT Support",3,0,"Large-City","Australia","Married","Male",1,5,3,4,4,5,4,2,3,3,4,1,3,3,4,5,3,2,3,1,5,4,3,2,2,2,2,4,2,4,2,4,5,3,4,5,4,4,5,4,4,3,3,2,4,5,"yes","no"
714,45,"Female","Yes Kids","ltuni","",NA,"0",0,0,"Small City","Australia","Married","Female",1,5,4,3,3,3,1,1,4,3,3,1,3,2,3,3,3,2,4,2,1,3,1,4,2,4,3,3,4,4,4,4,2,2,4,4,4,4,3,1,4,4,4,3,3,2,"no","yes"
715,45,"Male","Yes Kids","deg","full-time",150000,"engineer",10,0,"Large-City","Australia","Divorced","Male",1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,4,2,3,4,3,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,3,3,3,2,"yes","yes"
716,37.5,"Female","No Kids","deg","student",15000,"please specify",2,0,"Medium-Sized","Australia","Single","0",0,3,4,3,3,3,1,1,3,2,3,1,3,3,2,3,3,3,4,3,3,3,3,2,2,3,3,3,3,4,3,3,4,3,3,4,3,2,3,3,3,4,3,4,5,3,"yes","yes"
717,45,"Male","No Kids","ltuni","full-time",67500,"Internet & media consultant",8,0,"Large-City","Australia","Married","0",0,3,3,2,3,3,1,1,4,2,2,1,2,3,2,4,1,1,2,1,3,3,2,3,2,1,3,3,3,3,2,2,3,2,3,3,5,5,3,3,2,2,3,3,1,4,"no","no"
718,25,"Male","No Kids","deg","student",10000,"0",0,0,"Large-City","Australia","Single","0",0,2,1,1,1,1,1,1,5,4,4,2,5,4,5,5,1,1,1,1,1,1,1,3,2,1,4,4,1,4,5,4,5,1,1,4,4,1,2,5,5,3,4,2,4,2,"yes","yes"
719,32.5,"Female","Yes Kids","dip","part-time",55000,"Business Owner",5,0,"Large-City","Australia","Separated","0",1,3,2,4,2,2,3,1,3,1,3,4,3,4,3,3,2,1,3,1,4,3,1,2,1,4,3,5,3,4,1,1,4,3,2,3,5,5,3,3,3,2,2,2,2,2,"yes","yes"
720,32.5,"Male","No Kids","ma","full-time",55000,"Information Technology Consultant",3,0,"Small City","Australia","Married","0",0,4,4,5,5,5,1,1,5,2,5,3,5,5,5,5,3,1,2,1,2,4,3,2,2,4,3,5,5,5,4,2,5,1,3,4,5,4,5,5,4,2,5,3,3,4,"yes","yes"
721,24,"Male","No Kids","ltuni","student",10000,"0",0,0,"Large Town","Australia","Single","0",0,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes"
722,21,"Female","No Kids","deg","student",10000,"please specify",4,6,"Large-City","Australia","Single","0",0,5,5,4,4,5,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,2,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes"
723,22,"Female","No Kids","high","full-time",25000,"Housekeeping",0,6,"Large-City","Australia","Single","0",0,3,1,5,2,3,1,1,5,1,2,1,5,2,1,1,5,1,5,1,5,5,3,2,2,4,1,5,4,5,2,4,4,1,2,4,5,5,4,5,5,4,4,4,3,3,"yes","no"
724,20,"Male","No Kids","ltuni","student",10000,"Web Communications",3,3,"Medium-Sized","Australia","Single","0",0,4,4,4,4,4,3,2,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,5,5,2,4,4,4,3,2,4,3,2,4,3,4,4,4,3,1,2,1,1,1,"yes","yes"
725,37.5,"Male","No Kids","deg","full-time",67500,"Medical Practitioner",17,0,"Large-City","Australia","Single","0",0,4,4,5,4,4,3,2,5,4,4,3,4,4,4,4,4,4,4,3,4,4,3,5,4,3,3,4,5,4,4,4,4,3,4,4,5,5,3,5,4,1,1,1,2,2,"yes","yes"
726,24,"Male","No Kids","ma","student",10000,"please specify",0,3,"Large-City","Australia","Single","0",0,4,4,2,2,2,3,1,3,2,2,5,2,3,2,3,1,1,4,1,2,4,1,2,2,2,2,3,3,3,1,3,4,2,2,5,2,3,5,5,2,4,4,4,3,3,"yes","no"
727,32.5,"Female","Yes Kids","ma","full-time",67500,"veterinarian",7,0,"Small City","Australia","Married","Male",0,4,5,3,3,3,2,2,5,2,2,1,5,3,1,5,3,2,5,2,5,5,1,3,3,4,3,5,3,5,2,1,5,4,3,5,5,4,5,5,5,4,4,4,4,5,"yes","yes"
728,28,"Female","No Kids","ma","full-time",150000,"Management Consultant & Entrepreneur",1,0,"Large-City","Australia","Married","0",0,3,2,1,1,1,1,1,3,3,1,1,2,3,1,3,4,2,4,2,3,4,1,1,3,1,4,3,1,3,1,2,3,2,2,4,2,1,4,3,4,5,5,3,5,5,"yes","no"
729,45,"Male","Yes Kids","deg","full-time",55000,"Technical officer",1,9,"Large-City","Australia","Married","Female",0,3,3,3,1,1,1,1,2,3,2,1,1,3,1,2,1,3,2,2,2,2,2,4,1,1,1,1,2,4,1,3,2,1,3,3,3,3,3,1,2,3,4,4,4,3,"yes","no"
730,32.5,"Male","No Kids","ltuni","full-time",45000,"Service co-ordinator",0,7,"Large-City","Australia","Single","0",0,4,4,4,3,3,4,5,3,5,3,4,5,4,3,4,4,5,4,4,4,5,4,4,5,4,5,4,4,4,3,4,4,4,4,3,4,4,4,4,5,1,1,2,1,3,"yes","yes"
731,45,"Male","Yes Kids","ma","full-time",87500,"",2.1e-24,0,"Village","Australia","Separated","Female",1,2,4,3,3,3,3,2,5,1,4,3,1,2,2,2,3,3,4,1,4,4,4,5,5,5,3,5,3,5,1,5,4,4,5,4,2,4,5,5,5,1,2,3,2,3,"yes","yes"
732,55,"Male","No Kids","lthigh","unemployed",15000,"",6,6,"Rural/Country","Australia","Divorced","0",0,3,3,2,3,3,1,1,1,2,3,2,2,3,3,3,1,1,2,1,3,4,2,2,3,2,2,4,3,4,1,2,4,1,1,3,2,3,4,3,4,2,1,1,1,1,"no",""
733,16.5,"Female","No Kids","high","student",10000,"",0,0,"Village","Australia","","0",0,3,4,4,1,1,1,4,3,5,5,4,5,5,5,5,3,5,5,5,3,5,2,2,5,5,1,5,3,5,5,5,5,3,5,5,5,4,5,5,4,1,1,1,4,3,"yes","yes"
734,28,"Female","No Kids","deg","full-time",55000,"",1,4,"8","Australia","","0",0,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2,2,2,2,3,3,2,4,3,3,2,2,3,3,3,2,3,3,4,3,4,2,"yes","no"
735,45,"Female","No Kids","deg","full-time",35000,"",0,9,"Medium-Sized","Australia","Single","0",0,5,3,3,3,3,1,1,5,2,2,4,2,2,2,3,2,2,1,1,1,5,4,1,2,2,3,3,3,3,3,2,3,5,4,3,4,2,5,5,5,1,3,1,2,2,"yes","yes"
736,45,"Female","No Kids","ma","full-time",67500,"",2,0,"Village","Australia","Married","0",0,3,3,3,3,3,3,1,2,1,2,1,1,3,1,2,2,2,3,1,2,3,3,3,3,4,2,2,3,4,1,2,4,3,3,2,4,3,4,4,4,2,3,3,2,2,"yes","no"
737,23,"Female","No Kids","ltuni","student",10000,"",NA,0,"Village","Australia","Single","0",0,5,5,5,5,5,1,2,2,5,5,5,5,5,5,5,5,5,5,1,5,4,3,3,5,5,5,5,5,5,5,5,5,2,4,5,4,5,5,5,5,1,1,1,1,1,"yes","yes"
738,45,"Female","Yes Kids","deg","full-time",55000,"",6,0,"Medium-Sized","Australia","Divorced","Male",2,3,3,2,2,2,1,1,1,3,2,1,3,2,2,3,2,1,2,2,2,4,4,1,1,2,1,4,3,4,2,3,3,2,3,2,3,4,4,2,2,1,3,2,2,2,"yes","no"
739,16.5,"Female","No Kids","deg","unemployed",NA,"",0,4,"Rural/Country","Australia","Single","0",0,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,2,2,2,5,4,2,4,4,4,4,4,2,3,4,4,1,4,3,4,4,"yes","yes"
740,16.5,"Male","No Kids","lthigh","student",10000,"",10,5,"Village","Australia","Single","0",0,4,5,2,3,3,1,1,3,4,2,4,2,4,2,4,1,2,3,2,2,4,1,4,5,1,1,2,2,4,2,2,4,4,4,4,3,2,5,4,3,3,3,4,5,2,"yes","no"
741,32.5,"Male","No Kids","ma","full-time",35000,"",1,0,"Village","Australia","Single","0",0,5,5,5,5,5,1,3,3,3,3,3,5,5,4,5,5,3,3,3,5,5,5,3,5,5,1,5,5,5,3,5,5,3,3,1,3,3,5,5,5,1,1,1,1,1,"yes","yes"
742,19,"Female","No Kids","high","student",10000,"",0,5,"Large Town","Australia","Single","0",0,4,3,2,1,1,1,1,3,1,1,1,1,5,1,1,4,2,4,1,1,1,1,2,3,2,2,1,3,3,2,4,1,2,2,2,2,2,3,1,2,4,4,4,3,4,"no","no"
743,28,"Female","No Kids","deg","full-time",67500,"",3,0,"Village","Australia","Married","0",0,3,3,4,4,4,4,4,4,4,4,5,5,4,1,4,5,5,4,4,4,4,3,4,5,3,4,4,4,4,4,4,3,4,5,5,5,5,4,4,4,2,3,3,4,3,"yes","yes"
744,55,"Male","Yes Kids","ma","full-time",35000,"",3,5,"","Australia","Married","0",2,4,4,4,4,4,2,1,3,2,3,3,3,4,3,3,4,2,4,1,2,4,3,4,4,4,2,4,4,4,2,2,4,3,4,3,5,4,4,3,5,4,5,4,5,4,"yes","yes"
745,55,"Female","Yes Kids","ma","student",15000,"",2,2,"Medium-Sized","Australia","Married","0",2,3,2,2,1,1,1,1,3,3,2,1,1,3,1,2,3,3,2,1,1,2,1,2,2,2,2,1,2,2,2,3,2,2,3,3,2,2,4,1,2,4,3,5,5,3,"yes","no"
746,32.5,"Female","Yes Kids","phd","student",45000,"",4,6,"Village","Australia","Married","0",1,3,3,5,5,5,3,1,3,2,5,4,3,5,4,5,3,3,3,1,4,4,3,1,2,3,1,5,5,5,1,3,5,3,3,5,1,1,5,4,5,3,2,2,3,2,"yes","no"
747,20,"Female","No Kids","ltuni","student",10000,"",2,0,"Village","Australia","Single","0",0,1,3,2,2,2,2,2,1,3,1,1,1,4,1,2,2,2,5,2,5,3,1,2,5,5,2,5,2,5,1,3,5,2,2,2,5,5,5,3,4,5,4,5,5,5,"yes","no"
748,37.5,"Male","No Kids","high","full-time",150000,"",6,3,"Village","Australia","Single","0",0,2,3,2,2,2,1,1,2,2,3,2,1,1,2,2,2,1,3,1,2,2,2,2,2,2,2,2,3,2,1,1,2,1,1,1,3,2,2,2,2,2,3,3,3,1,"no","no"
749,28,"Male","No Kids","deg","student",15000,"",0,3,"Small Town","Australia","Married","0",0,3,3,3,2,2,2,3,4,3,4,5,5,4,3,3,3,3,3,3,3,3,1,2,5,3,3,3,3,4,3,3,3,3,3,4,2,2,3,3,4,3,4,4,3,3,"yes","yes"
750,19,"Male","No Kids","ltuni","student",15000,"",2,4,"Village","Australia","Single","0",0,4,3,4,3,3,1,1,2,3,2,4,5,4,3,4,3,3,4,4,5,4,3,4,5,2,2,4,4,4,2,4,4,1,4,4,4,4,5,5,5,4,4,4,3,2,"yes","yes"
751,45,"Female","Yes Kids","deg","full-time",87500,"",4,0,"Village","Australia","Married","3",1,1,1,1,1,1,3,1,1,1,1,5,1,2,1,1,1,1,3,1,3,2,1,1,1,1,3,2,1,2,1,5,2,3,4,2,2,1,2,1,2,1,1,1,1,1,"no","yes"
752,22,"Male","No Kids","ltuni","student",10000,"",2,0,"Village","Australia","Single","0",0,2,5,3,3,4,4,4,5,1,5,4,5,4,5,5,4,3,5,4,4,4,5,2,5,4,1,5,5,5,5,4,4,4,4,5,1,1,5,5,4,2,4,3,3,2,"yes","yes"
753,28,"Male","No Kids","ltuni","part-time",15000,"",0,6,"Village","Australia","Single","0",0,5,5,5,5,5,5,3,3,4,5,5,4,5,5,5,5,5,5,4,5,5,2,5,5,5,5,5,5,3,2,1,5,4,5,5,5,5,5,5,5,1,1,1,3,1,"yes","yes"
754,28,"Male","No Kids","deg","full-time",35000,"",2,0,"Village","Australia","Single","0",0,5,5,5,5,5,3,3,5,1,1,3,4,5,5,5,4,4,5,2,5,5,4,5,3,5,3,5,4,4,2,1,5,5,5,5,5,5,5,4,5,1,3,3,4,1,"yes","yes"
755,28,"Male","No Kids","deg","full-time",45000,"",2,0,"Village","Australia","Separated","0",0,4,5,5,5,5,1,1,4,2,5,5,5,4,2,5,4,3,3,3,5,5,5,4,4,5,4,4,4,5,5,3,5,3,3,5,5,5,5,5,5,1,1,1,1,1,"yes","yes"
756,28,"Male","No Kids","deg","student",10000,"",2.1e-24,0,"Village","Australia","Single","0",0,5,5,3,2,1,1,1,2,1,5,5,5,5,5,5,4,1,4,1,5,5,1,4,1,1,4,5,2,5,1,2,5,1,5,5,5,1,5,5,5,3,2,2,3,1,"yes","yes"
757,55,"Male","Yes Kids","phd","full-time",55000,"",2.6e-29,0,"Village","Australia","Married","Male",2,3,2,3,2,1,1,1,3,4,3,1,1,3,4,3,4,2,3,1,2,2,1,2,4,3,2,3,2,3,1,5,1,1,2,3,3,1,3,2,2,2,2,3,4,4,"no","no"
758,37.5,"Male","Yes Kids","dip","full-time",45000,"",8,0,"Rural/Country","Australia","Married","Female",0,4,2,2,1,2,2,1,5,4,2,4,2,4,3,4,2,2,3,2,5,5,2,3,1,2,3,4,2,4,3,2,5,3,3,4,4,2,3,2,3,3,2,2,3,2,"no","no"
759,23,"Female","No Kids","deg","student",15000,"",5,6,"Village","Australia","Single","0",0,4,5,4,2,2,5,3,5,4,5,5,5,4,5,5,2,5,5,3,5,4,4,3,5,5,2,4,3,5,5,4,5,5,5,5,5,4,5,5,4,4,4,3,2,2,"yes","yes"
760,67.5,"Male","Yes Kids","ltuni","full-time",NA,"",NA,0,"Village","Australia","Divorced","4",1,3,2,2,2,2,3,1,1,1,3,2,2,2,4,3,3,1,4,1,2,2,2,2,1,2,2,2,1,3,1,4,2,3,3,3,4,3,2,3,3,4,5,3,3,3,"yes","no"
761,25,"Male","No Kids","ma","unemployed",10000,"",0,0,"Small Town","Australia","Married","0",0,3,4,3,3,3,4,2,2,3,4,5,3,4,5,4,4,3,5,2,3,5,3,3,4,4,4,4,3,5,5,3,4,3,3,4,4,5,5,4,5,2,3,3,2,1,"yes","yes"
762,23,"Female","No Kids","ltuni","full-time",35000,"",0,6,"Village","Australia","Single","0",0,4,4,3,4,4,2,2,3,3,5,5,5,4,4,4,3,3,3,3,4,5,3,3,5,4,3,5,4,5,2,4,5,2,3,4,4,4,5,5,5,2,2,2,1,3,"yes","yes"
763,7.5,"Female","No Kids","ltuni","student",NA,"",0,0,"Village","Australia","Single","0",0,3,3,2,2,2,3,2,4,3,3,3,4,3,3,4,2,3,3,4,3,4,2,2,4,1,1,4,2,4,5,3,4,3,2,3,3,3,3,4,4,4,5,4,4,4,"yes","yes"
764,32.5,"Male","No Kids","lthigh","full-time",67500,"",9,0,"Village","Australia","Married","0",0,4,5,2,5,5,1,1,1,2,5,4,5,5,5,5,1,2,5,1,5,5,1,1,5,1,1,5,5,5,3,4,5,5,1,5,3,5,5,5,5,1,2,2,1,1,"yes","yes"
765,25,"Male","No Kids","deg","student",25000,"",0,6,"Village","Australia","Single","0",0,4,3,2,4,4,3,3,3,5,5,4,4,3,4,5,3,4,4,4,3,2,2,2,3,2,2,4,3,4,4,4,4,3,3,3,4,3,4,4,4,2,2,1,1,2,"yes","yes"
766,32.5,"Male","No Kids","deg","full-time",87500,"",2,0,"Village","Australia","Single","0",0,4,4,4,3,3,3,2,5,3,5,4,5,4,5,5,5,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,5,5,4,4,5,3,3,3,4,3,"yes","yes"
767,32.5,"Female","No Kids","ma","full-time",67500,"",3,0,"Rural/Country","Australia","Single","0",0,3,4,3,3,3,5,2,3,3,5,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,3,5,4,2,5,4,4,4,5,3,3,5,4,3,3,4,4,4,"yes","no"
768,28,"Male","Yes Kids","ma","full-time",55000,"",7,0,"Village","Australia","Married","0",1,2,3,2,1,1,1,1,3,2,2,2,1,1,1,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,1,3,1,3,1,3,3,2,4,5,5,4,3,"no","no"
769,45,"Male","No Kids","ma","full-time",150000,"",4,1,"Village","Australia","Widowed","0",0,4,4,4,3,3,3,4,5,4,3,3,4,4,3,4,3,4,4,4,4,4,3,4,5,2,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,4,4,3,2,"yes","yes"
770,37.5,"Male","No Kids","deg","unemployed",10000,"",5,0,"Village","Australia","Married","0",0,4,4,5,5,5,1,1,2,2,3,3,5,3,2,4,4,1,4,1,3,4,2,5,4,4,4,4,4,4,2,3,3,2,5,4,5,2,1,5,4,4,4,4,4,2,"yes","yes"
771,45,"Male","Yes Kids","high","full-time",150000,"",1,0,"Rural/Country","Australia","Married","Male",2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,4,1,1,1,1,1,1,1,1,5,2,2,2,2,3,2,2,3,3,"yes","no"
772,45,"Male","Yes Kids","high","full-time",45000,"",1.5e-19,0,"Village","Australia","Divorced","4",1,2,3,2,2,2,1,3,5,4,4,4,3,4,1,4,3,4,3,4,4,4,2,3,1,4,3,4,2,3,3,3,4,2,4,4,5,3,4,3,3,2,4,3,1,2,"yes","yes"
773,45,"Male","Yes Kids","ltuni","full-time",87500,"",0,0,"Village","Australia","Divorced","Male",1,3,3,4,5,4,4,2,4,3,5,3,4,4,4,5,4,4,4,4,5,4,4,2,2,3,2,4,4,4,4,4,4,3,4,4,5,3,3,3,3,2,2,2,2,2,"yes","yes"
774,16.5,"Female","No Kids","ltuni","student",10000,"",0,7,"Village","Australia","","0",0,5,5,5,5,5,1,3,3,5,2,3,4,3,3,5,1,4,2,5,3,5,3,1,3,5,3,4,3,5,5,4,5,1,3,4,5,5,3,5,3,4,5,5,5,3,"yes","yes"
775,28,"Female","No Kids","ltuni","full-time",55000,"",3,4,"Medium-Sized","Australia","Married","0",0,3,4,4,3,3,1,1,2,1,1,1,1,4,1,1,2,2,3,1,2,2,3,3,4,2,2,1,4,3,2,4,2,1,2,2,4,3,2,3,1,1,1,1,2,1,"yes","no"
776,45,"Female","Yes Kids","lthigh","full-time",55000,"",1.5e-19,0,"Medium-Sized","Australia","Married","Male",1,5,4,3,2,3,4,1,4,4,4,3,3,2,2,5,4,2,4,4,5,5,1,2,1,5,3,5,3,4,5,3,5,4,3,5,5,4,5,5,4,4,3,4,3,2,"yes","yes"
777,32.5,"Female","No Kids","ltuni","full-time",67500,"",6,1,"Village","Australia","Married","0",0,5,4,2,2,2,2,2,5,3,3,5,5,4,3,5,4,4,3,1,5,5,5,1,2,1,2,5,2,5,2,1,5,3,1,4,5,3,5,5,5,3,4,4,4,1,"yes","yes"
778,37.5,"Male","Yes Kids","ltuni","part-time",45000,"",3,10,"Village","Australia","Married","Male",3,4,4,3,3,2,2,3,4,4,4,5,3,5,3,4,3,2,3,3,4,5,3,4,2,4,3,5,4,5,3,2,4,3,4,5,5,2,4,4,5,1,2,1,2,1,"yes","yes"
779,37.5,"Female","Yes Kids","deg","full-time",45000,"",1.5e-19,0,"Large Town","Australia","Married","Male",0,3,5,4,5,5,2,2,1,5,5,5,2,3,2,5,4,1,4,1,3,5,2,2,4,5,2,1,3,1,2,2,2,3,5,2,4,4,4,4,4,3,4,2,3,3,"yes","no"
780,20,"Male","No Kids","deg","part-time",15000,"",4,7,"Rural/Country","Australia","Single","0",0,4,4,4,4,4,3,4,4,5,5,2,5,3,4,5,5,4,4,5,5,4,5,4,5,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,3,5,4,4,3,"yes","yes"
781,32.5,"Female","No Kids","","full-time",67500,"",6,0,"Village","Australia","Married","0",0,2,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,4,1,4,1,1,1,1,2,1,1,1,1,2,1,3,3,1,1,1,3,3,1,1,1,5,5,5,5,4,"no","no"
782,45,"Female","No Kids","lthigh","retired",NA,"",0,6,"Village","Australia","Married","0",0,3,3,4,3,2,1,1,4,1,2,1,1,4,1,1,1,1,3,1,2,3,3,2,3,3,3,3,4,3,2,5,3,3,3,3,4,3,4,3,4,4,4,2,4,3,"yes","no"
783,45,"Female","Yes Kids","deg","part-time",87500,"",0,6,"Medium-Sized","Australia","Single","0",2,3,2,3,3,3,2,1,2,3,3,2,2,2,2,2,3,2,3,2,4,3,3,2,3,1,4,4,3,3,2,4,3,2,4,2,3,3,4,4,3,3,2,3,3,1,"yes","no"
784,32.5,"Female","No Kids","ma","full-time",67500,"",10,9,"Small Town","Australia","Married","0",0,4,4,4,2,2,1,1,2,2,3,1,1,2,2,2,2,2,2,2,2,4,3,2,1,3,2,2,3,4,2,2,5,4,4,3,4,2,4,4,4,4,4,4,4,4,"yes","no"
785,45,"Male","Yes Kids","phd","part-time",250000,"",9,0,"Village","Australia","Married","5",3,1,1,2,2,1,5,5,5,5,5,1,5,5,5,4,5,5,5,5,1,1,5,5,5,1,5,1,5,1,2,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,"no","no"
786,28,"Female","No Kids","ltuni","full-time",55000,"",2,2,"Village","Australia","Single","0",0,4,4,4,5,5,2,4,3,5,4,5,5,4,5,5,3,5,4,5,5,5,4,4,5,4,5,4,4,4,4,5,3,1,3,4,4,4,5,5,4,1,2,2,1,2,"yes","yes"
787,28,"Female","No Kids","ma","full-time",55000,"",1,0,"Village","Australia","Single","0",0,2,3,3,3,3,2,3,2,4,3,5,4,3,4,4,2,4,4,3,4,4,3,2,2,2,3,4,3,4,3,3,4,2,2,4,2,2,3,4,4,3,3,3,3,2,"yes","yes"
788,55,"Female","No Kids","deg","full-time",15000,"",6,0,"Village","Australia","Single","0",0,3,1,2,2,1,2,1,2,1,2,3,3,2,1,3,3,1,4,1,2,3,1,1,1,3,1,3,2,3,1,2,3,2,3,3,2,2,3,3,2,5,5,5,5,5,"no","no"
789,55,"Female","Yes Kids","dip","full-time",87500,"",14,0,"Village","Australia","Single","3",1,3,2,3,2,2,1,1,4,2,2,1,1,3,1,3,4,3,4,2,2,3,4,2,4,3,3,3,3,3,2,4,3,3,2,3,4,4,4,3,2,3,3,3,4,4,"yes","no"
790,45,"Male","No Kids","ltuni","full-time",67500,"",1.5e-19,0,"Village","Australia","Married","0",0,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,2,2,3,3,2,2,3,2,2,2,2,1,4,2,1,3,3,3,3,2,3,2,4,5,5,5,5,"yes","no"
