"Age","Gender","Kids","Education","EducationAlt","WrkStatus","Income","Occupation","OccupatnAlt","YearsInPos","MnthsInPos","CommSize","Country","MaritalStat","Sons","Daughters","SelfProcrast","OthrProcrast","HDICategory","DPMean","AIPMean","GPMean","SWLSMean","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5"
45,"Female","Yes","grade","Elementary School","Full-Time",35000,"treatment support co-ordinator","TREATMENT SUPPORT CO-ORDINATOR","1",0,"Large Town","United Kingdom","Single",NA,1,"Yes","No","Very High",2.4,2.87,3.1,4,2,3,4,2,2,3,1,4,3,3,3,3,4,2,3,3,1,4,4,3,3,2,4,1,5,3,4,4,3,2,4,3,3,3,3,4,4,2,2,3,4,4,4,5,4
28,"Female","No","ma","Masters","Student",15000,"please specify","*MISSING*","1",6,"Large-City","United Kingdom","Single",0,0,"Yes","Yes","Very High",2.6,2.4,2.85,3.2,4,4,2,3,3,1,1,2,4,2,2,3,4,2,3,2,2,4,1,2,4,4,2,2,2,2,2,4,4,2,4,3,2,2,3,3,3,3,4,3,3,2,4,4,4
28,"Male","No","deg","Degree","Student",25000,"please specify","*MISSING*","0",8,"Large-City","United Kingdom","Single",0,0,"Yes","Yes","Very High",3.2,3.73,3.8,3,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,3,4,5,3,3,4,3,4,4,4,4,5,4,3,3,3,2,2
28,"Female","No","ma","Masters","Full-Time",67500,"0","*MISSING*","0",4,"Large-City","United Kingdom","Married",0,0,"Yes","Yes","Very High",2.6,2.8,3.05,3,4,4,3,2,2,2,3,3,4,2,4,4,2,2,3,2,4,2,3,4,4,2,3,5,2,2,4,2,4,3,2,4,4,2,3,2,3,3,3,2,3,3,3,4,3
32.5,"Male","No","deg","Degree","Full-Time",87500,"producer","FILM - PRODUCER","2",0,"Large-City","United Kingdom","Single",0,0,"Yes","Yes","Very High",2.2,3.07,3.85,3.6,2,4,3,2,2,2,2,4,2,4,4,4,4,4,4,4,2,2,2,3,4,4,4,5,4,5,4,2,4,4,3,4,3,4,4,4,4,4,4,4,3,3,4,4,3
22,"Female","No","ma","Masters","Student",10000,"please specify","*MISSING*","0",7,"Medium-Sized","United Kingdom","Single",0,0,"Yes","No","Very High",1.4,2,2.55,4.2,2,3,1,1,1,1,1,5,2,2,1,1,1,2,4,2,2,4,1,1,2,2,2,5,4,3,2,1,3,1,2,3,2,3,3,4,2,4,2,3,5,5,5,3,4
32.5,"Female","No","phd","PhD","Full-Time",45000,"Academic","TEACHER","2",0,"Medium-Sized","United Kingdom","Single",0,0,"Yes","No","Very High",2.2,1.87,2.75,3,2,3,4,2,2,1,1,2,2,4,1,1,3,2,2,2,2,2,1,1,2,2,2,4,3,2,3,3,4,1,4,4,2,2,2,4,4,4,2,3,4,3,3,2,3
32.5,"Male","No","phd","PhD","Full-Time",55000,"Postdoctoral Researcher","RESEARCHER - POST DOCTORAL","2",0,"Large-City","United Kingdom","Divorced",0,0,"Yes","Yes","Very High",3.2,3.93,3.85,5,4,4,5,3,3,2,4,3,5,4,2,5,5,4,5,3,5,4,5,3,5,2,4,1,1,3,4,5,5,5,5,5,3,5,5,5,4,3,4,5,5,5,5,5,4
28,"Female","No","ma","Masters","Student",25000,"0","*MISSING*","1",9,"Large-City","United Kingdom","Single",0,0,"Yes","Yes","Very High",4,3.53,4.05,3.6,5,5,5,5,5,1,1,1,2,4,5,5,4,4,5,4,4,4,4,4,4,4,3,4,5,2,5,4,5,2,4,5,3,4,4,5,4,5,5,5,3,3,3,4,3
20,"Female","No","deg","Degree","Student",15000,"student/barmaid","STUDENT/BARMAID","2",0,"Small Town","United Kingdom","Single",0,0,"Yes","No","Very High",2.2,2.33,2.9,4,3,3,3,2,2,2,2,2,3,2,2,3,3,1,3,3,2,3,2,3,3,1,2,3,3,4,2,3,4,3,3,3,2,2,3,4,4,3,3,4,4,4,4,4,4
45,"Female","Yes","deg","Degree","Part-Time",35000,"teacher","TEACHER","3",8,"Small Town","United Kingdom","Separated",NA,0,"Yes","Yes","Very High",3.6,4.53,4.15,3.2,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,5,5,5,3,4,3,4,1,5,5,5,5,5,5,1,5,4,5,5,5,4,4,5,5,3,3,2,3,3
45,"Female","Yes","dip","Diploma","Part-Time",25000,"Executive officer","EXECUTIVE OFFICER","5",0,"Small Town","United Kingdom","Married",NA,1,"Yes","Yes","Very High",3.6,2.87,3.65,2.4,4,4,5,4,4,2,2,4,3,3,1,3,4,2,2,3,3,4,3,2,3,4,5,5,2,5,4,4,3,2,4,3,3,4,4,4,4,4,4,4,2,2,2,2,2
37.5,"Male","No","ma","Masters","Full-Time",67500,"Business / Test Analyst","IT - SYSTEMS ANALYST","5",0,"Large Town","United Kingdom","Single",0,0,"Yes","Yes","Very High",4,3.33,3.7,1.8,5,5,5,5,5,3,2,2,2,5,5,2,4,5,5,2,2,5,1,5,5,2,1,1,2,3,5,5,5,1,5,5,3,3,4,4,5,5,5,5,1,1,1,1,1
37.5,"Female","Yes","ma","Masters","Part-Time",45000,"IT security consultant","IT SECURITY CONSULTANT","3",0,"Medium-Sized","United Kingdom","Divorced",NA,0,"Yes","Yes","Very High",2.6,3.73,4.05,1.8,3,3,3,4,4,2,4,4,5,4,5,4,5,4,5,2,4,1,3,5,5,2,2,4,4,3,5,4,5,5,5,5,3,3,3,4,4,5,5,3,2,2,1,1,1
55,"Male","No","deg","Degree","Part-Time",10000,"IT Support Engineer","IT SUPPORT ENGINEER","2",0,"Large-City","United Kingdom","Single",0,0,"Yes","Yes","Very High",3.6,4.27,4.15,1.8,4,4,5,5,5,5,4,3,5,5,5,4,4,5,5,3,3,4,4,5,5,4,3,4,4,3,5,4,5,4,4,4,4,4,4,5,3,4,5,5,1,1,1,1,1
45,"Female","No","ma","Masters","Full-Time",25000,"0","*MISSING*","4",0,"Large Town","United Kingdom","Married",0,0,"Yes","No","Very High",2,2.13,2.45,3,3,3,2,2,2,3,1,3,1,1,3,1,2,1,2,5,1,4,2,3,2,2,2,4,2,2,2,2,3,2,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3
45,"Male","Yes","phd","PhD","Full-Time",150000,"IT consultant","IT CONSULTANT","17",0,"Medium-Sized","United Kingdom","Married",NA,1,"Yes","No","Very High",2.6,1.87,3.15,4.4,2,3,4,3,3,1,1,1,1,3,1,1,3,3,4,1,1,3,1,3,3,1,2,1,1,4,3,5,4,2,2,5,4,4,4,4,3,4,4,2,5,5,5,5,5
45,"Male","No","ma","Masters","Full-Time",87500,"0","*MISSING*","14",0,"Large-City","United Kingdom","Married",0,0,"Yes","Yes","Very High",2.6,3.07,3.7,3.2,4,3,3,3,3,2,3,4,3,3,3,3,4,3,4,3,4,2,2,3,4,3,4,2,3,3,4,5,5,4,4,5,2,4,5,5,4,3,2,5,3,3,3,2,2
25,"Male","No","ltuni","Left University","Student",10000,"Research intern","RESEARCH INTERN","0",10,"Small City","United States","Single",0,0,"Yes","No","Very High",3,3.4,3.4,3.8,4,3,5,3,3,2,1,5,2,4,5,2,3,5,4,5,4,3,3,3,3,1,4,5,4,2,4,2,3,4,3,4,3,4,3,4,3,5,4,3,4,4,4,4,4
23,"Female","No","deg","Degree","Full-Time",35000,"employed by a church","*AMBIGUOUS*","0",6,"Large-City","United States","Single",0,0,"Yes","No","Very High",3,3.13,3.6,3.8,4,4,4,3,3,1,2,4,4,3,4,2,3,3,5,3,3,4,3,2,4,2,3,4,3,4,4,4,5,4,4,5,3,4,4,4,3,4,2,4,4,4,3,4,3
32.5,"Male","No","deg","Degree","Full-Time",87500,"Finance","FINANCE","10",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2,3.53,3.8,4.2,2,3,3,2,2,1,4,5,5,4,2,5,4,2,3,4,4,4,4,3,4,2,4,5,4,4,4,4,4,4,2,4,4,5,4,4,4,3,4,5,4,4,4,4,3
55,"Male","Yes","ltuni","Left University","Full-Time",55000,"maintenance tech.","MAINTENANCE TECHNICAN","28",0,"Medium-Sized","United States","Divorced",NA,0,"Yes","Yes","Very High",2.2,2.87,2.95,3,2,3,3,3,3,2,2,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
45,"Male","Yes","deg","Degree","Full-Time",150000,"Publishing","PUBLISHING","17",0,"Small City","United States","Married",NA,2,"Yes","Yes","Very High",4,2.87,3.1,2.8,5,5,4,4,4,3,2,2,3,3,4,2,4,3,3,4,2,3,1,2,2,1,4,3,2,3,2,4,4,1,3,3,4,3,4,5,3,5,4,4,2,3,3,2,2
37.5,"Female","Yes","deg","Degree","Part-Time",35000,"Nurse","NURSE","13",5,"Small Town","United States","Married",NA,2,"Yes","No","Very High",1.4,1.33,1.75,4.4,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,4,2,2,1,2,2,1,2,2,3,4,5,5,5,4
45,"Male","Yes","deg","Degree","Full-Time",67500,"Chief of Staff","CHIEF OF STAFF","1",7,"Medium-Sized","United States","Married",NA,5,"No","No","Very High",2,1.67,1.55,3.4,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,3,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,4,3,4,4,3
45,"Female","Yes","deg","Degree","Unemployed",NA,"0","*MISSING*","0",0,"Large-City","United States","Married",0,2,"No","No","Very High",2.2,1.8,2.45,3.6,2,3,2,2,2,1,1,4,2,1,1,1,2,2,2,3,1,3,1,3,1,2,3,4,3,2,2,3,2,2,1,3,3,3,3,2,2,3,2,2,4,4,4,4,5
37.5,"Female","Yes","deg","Degree","Part-Time",10000,"0","*MISSING*","3",0,"Medium-Sized","United States","Married",0,1,"Yes","No","Very High",3.4,3.27,3.8,2.2,3,5,4,4,4,3,1,5,3,4,2,2,4,3,5,5,3,4,1,5,5,1,2,5,4,3,5,4,4,5,4,4,5,4,4,1,1,5,5,4,2,2,2,1,1
32.5,"Female","No","ma","Masters","Full-Time",45000,"Social Worker","SOCIAL WORKER","1",6,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",2.6,3.33,4.15,2.2,3,4,3,3,3,1,3,4,5,4,1,5,4,3,5,1,3,4,4,5,5,4,3,4,5,4,5,4,5,4,4,4,3,4,4,4,4,4,4,3,2,2,2,2,2
45,"Male","No","ma","Masters","Retired",150000,"Finance","FINANCE","5",0,"Medium-Sized","United States","Single",0,0,"Yes","No","Very High",3,2.47,3.15,3,4,4,4,3,3,1,1,3,3,2,2,1,3,3,3,3,2,3,4,2,3,2,3,4,1,2,3,5,5,1,2,2,1,5,4,4,4,5,5,4,3,3,2,3,2
55,"Female","Yes","dip","Diploma","Full-Time",35000,"training Coordinator","TRAINING COORDINATOR","4",0,"Large Town","United States","Divorced",NA,1,"Yes","Yes","Very High",2.8,3.6,3.45,2.4,4,3,3,3,3,3,2,5,4,4,5,3,4,3,5,3,3,4,3,3,5,2,3,1,3,3,5,4,5,4,4,3,2,5,3,4,3,4,3,4,2,2,3,1,1
24,"Male","No","ltuni","Left University","Student",10000,"secretary","ADMIN ASSISTANT","0",2,"Large Town","United States","Divorced",0,0,"Yes","Yes","Very High",2.2,3,2.85,2.6,2,3,3,3,2,4,3,4,1,3,3,4,3,4,2,5,3,2,2,2,2,2,4,3,3,4,1,4,2,1,5,2,4,4,5,1,3,3,2,4,1,3,2,3,2
37.5,"Female","No","deg","Degree","Full-Time",67500,"manager","MANAGER","0",4,"Large-City","United States","Married",0,0,"Yes","Yes","Very High",2.8,3.93,3.8,2.6,4,5,2,3,3,4,4,5,5,3,5,4,5,2,4,4,4,3,4,4,4,4,4,4,1,4,3,4,3,5,4,4,4,4,4,4,4,4,4,4,2,2,3,2,2
32.5,"Female","Yes","ma","Masters","Full-Time",45000,"law enforcement","LAW ENFORCEMENT","0",6,"Small Town","United States","Married",NA,0,"Yes","No","Very High",3.4,3.67,4.45,4.2,5,5,4,3,3,1,1,4,5,5,5,4,4,4,5,4,3,5,2,5,5,4,4,3,5,5,5,5,5,3,3,5,3,5,4,5,5,5,5,5,4,3,4,5,5
22,"Male","No","ltuni","Left University","Part-Time",10000,"Server","RESTAURANT - FOOD SERVER","2",0,"Small City","United States","Single",0,0,"Yes","Yes","Very High",3.2,2.93,3.45,3,4,3,5,4,4,3,2,3,3,3,3,3,4,2,4,3,3,2,2,4,4,3,2,5,3,3,5,4,4,2,3,4,3,3,5,3,3,3,3,4,3,3,3,2,3
22,"Male","No","ma","Masters","Student",15000,"please specify","*MISSING*","1",8,"Large-City","United States","Single",0,0,"No","No","Very High",2.8,2.27,2.9,3.6,2,5,4,3,3,1,1,2,3,3,1,2,2,2,3,4,2,2,3,3,3,3,3,4,1,3,3,3,4,3,3,3,1,4,3,3,3,2,3,4,3,4,4,3,3
25,"Male","No","dip","Diploma","Full-Time",45000,"EOD","MILITARY - EXPLOSIVE ORDINANCE DISPOSAL","4",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",1.8,3.67,4,3.4,4,2,1,2,2,2,3,5,4,4,2,5,3,4,4,3,5,5,4,5,5,1,5,5,5,2,4,2,5,5,3,4,4,4,3,5,5,4,4,5,3,3,4,2,2
25,"Female","No","deg","Degree","Full-Time",35000,"bookkeeper","BOOKKEEPER","2",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",3.2,4.27,3.5,1.8,5,5,4,2,2,1,3,5,5,5,5,5,5,5,5,5,5,5,3,4,5,2,3,5,3,4,5,4,5,1,4,5,4,3,5,1,1,1,5,1,1,3,2,2,2
20,"Female","No","ltuni","Left University","Student",10000,"Tutor","TUTOR","0",6,"Small City","United States","Single",0,0,"Yes","No","Very High",2,2.73,2.8,3.6,2,1,4,3,3,1,2,1,5,2,3,4,2,1,3,2,3,4,5,3,2,1,1,5,3,4,3,4,4,4,4,4,2,3,3,2,1,2,1,2,4,3,5,4,5
67.5,"Female","Yes","ltuni","Left University","Retired",25000,"retired","RETIRED","7",0,"Small City","United States","Married",NA,2,"Yes","Yes","Very High",3.4,2.33,2.15,3.2,4,4,4,3,2,1,1,1,3,3,5,4,4,1,4,1,2,2,1,3,2,1,1,1,2,1,3,2,3,1,5,2,1,1,3,5,1,3,2,2,3,3,4,4,2
55,"Female","Yes","deg","Degree","Full-Time",150000,"Administrator","ADMINISTRATOR","12",3,"Large-City","United States","Separated",NA,1,"Yes","Yes","Very High",3.2,4.2,3.6,2.8,4,4,4,3,3,4,4,4,5,5,5,4,4,5,5,3,5,3,4,4,4,3,3,3,4,2,4,4,4,5,4,4,2,2,4,4,4,4,4,3,2,2,3,4,4
45,"Female","No","phd","PhD","Part-Time",67500,"psychologis","PSYCHOLOGIST","9",0,"Medium-Sized","United States","Married",0,0,"Yes","Yes","Very High",2.4,3.2,3.8,5,5,3,3,1,1,1,1,5,3,5,5,5,5,2,5,5,1,1,3,5,5,5,1,1,5,3,5,3,5,2,5,5,4,1,1,5,5,5,5,5,5,5,5,5,1
19,"Male","No","ltuni","Left University","Part-Time",15000,"host","RESTAURANT - HOST/HOSTESS","0",1,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2.4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4
55,"Male","No","ma","Masters","Unemployed",87500,"0","*MISSING*","0",0,"Large-City","United States","Married",0,0,"No","No","Very High",1.6,2.07,2.4,3.6,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,2,2,2,2,3,2,2,1,2,3,2,2,3,2,4,3,2,2,3,4,2,2,2,2,4,4,4,4,3
19,"Male","No","ltuni","Left University","Student",10000,"please specify","*MISSING*","0",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",3,3.67,3.75,3.4,4,4,3,4,4,2,4,2,5,3,4,5,3,3,4,2,4,5,5,3,4,3,4,5,2,4,2,4,5,4,5,4,2,4,3,5,5,3,4,4,3,3,3,4,5
55,"Female","Yes","ma","Masters","Part-Time",67500,"Nurse","NURSE","17",11,"Medium-Sized","United States","Widowed",NA,0,"Yes","No","Very High",2,3.67,3.9,2.8,3,3,2,2,2,2,5,4,5,3,4,3,4,2,4,4,5,3,5,2,5,2,5,4,3,5,3,3,5,5,5,5,3,4,4,4,3,5,3,4,2,2,3,3,3
37.5,"Female","No","dip","Diploma","Full-Time",87500,"Human Resource Manager","HR MANAGER","6",10,"Large Town","United States","Married",0,0,"No","No","Very High",1.4,1.87,2.35,3,2,2,2,1,1,2,1,4,2,1,3,1,2,1,3,2,2,2,1,2,2,2,2,4,3,2,2,2,3,1,4,3,2,2,2,2,2,3,2,3,3,3,3,3,3
37.5,"Male","Yes","dip","Diploma","Full-Time",67500,"RN","NURSE - RN","6",0,"Large Town","United States","Married",NA,2,"No","No","Very High",2.2,1.93,2.15,3.2,2,3,2,2,2,1,1,2,2,3,2,2,2,2,3,2,2,1,2,2,3,1,2,1,2,2,2,2,2,2,3,3,1,2,3,2,2,3,3,2,3,3,4,4,4
45,"Female","Yes","deg","Degree","Full-Time",87500,"owner - private practice physical therap","PHYSICAL THERAPIST","23",0,"Small Town","United States","Married",NA,1,"Yes","Yes","Very High",3.4,3.67,3.75,3.8,5,4,4,3,3,3,3,5,4,4,3,4,4,4,5,3,4,2,4,5,4,2,3,3,3,2,4,3,4,4,4,5,3,3,4,5,5,5,4,4,3,4,3,5,4
45,"Female","Yes","ma","Masters","Full-Time",35000,"teacher","TEACHER","5",5,"Medium-Sized","United States","Married",NA,1,"Yes","Yes","Very High",1.8,3.2,3.35,3.8,2,2,2,2,2,4,2,4,4,4,3,4,2,2,4,5,2,4,2,3,4,1,3,5,5,3,3,2,3,1,4,3,5,5,2,3,3,5,4,3,4,4,4,4,4
28,"Female","Yes","ltuni","Left University","Student",NA,"0","*MISSING*","0",0,"Medium-Sized","United States","Married",NA,1,"Yes","Yes","Very High",3.8,3.53,3.3,2.6,3,5,5,5,5,1,2,1,3,3,5,5,3,5,5,4,3,3,5,5,5,2,3,5,4,1,4,2,3,1,5,3,1,3,3,5,3,3,5,3,1,3,3,3,4
28,"Female","No","ltuni","Left University","Student",10000,"please specify","*MISSING*","0",0,"Large-City","United States","Divorced",0,0,"Yes","Yes","Very High",2.4,3.2,3.65,3.4,4,3,2,3,3,3,4,1,5,3,1,5,3,3,5,1,4,2,5,3,5,2,1,4,5,3,3,3,4,2,5,4,4,3,4,5,4,5,4,4,3,2,5,3,3
28,"Female","No","dip","Diploma","Full-Time",45000,"advocate","ATTORNEY","2",0,"Large-City","United States","Single",0,0,"Yes","No","Very High",1.4,1.73,2.6,3,3,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,3,2,3,5,1,1,2,2,2,4,3,5,1,1,3,3,2,3,2,3,2,4,2,3,3,3,4,2
32.5,"Female","Yes","deg","Degree","Full-Time",150000,"President","PRESIDENT","2",0,"Rural/Country","United States","Married",NA,1,"Yes","No","Very High",2.4,3,3.5,3.8,3,4,2,2,2,3,2,5,4,3,1,3,4,3,2,4,3,4,2,3,3,3,3,3,4,3,3,3,4,2,3,3,4,4,5,5,5,3,4,2,4,4,4,5,4
32.5,"Male","No","ma","Masters","Full-Time",87500,"Financial Advisor","FINANCIAL ADVISOR","6",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",3.4,2.93,3.35,2.2,5,3,4,5,5,1,1,1,4,4,4,5,3,3,4,1,2,2,4,5,5,2,4,2,4,3,4,2,5,3,2,5,2,3,3,3,2,3,5,3,2,2,2,2,1
67.5,"Female","Yes","ma","Masters","Part-Time",55000,"Tutor","TUTOR","7",0,"Large Town","United States","Married",NA,2,"Yes","No","Very High",2,2.07,2.25,3.4,2,2,2,2,2,1,1,5,1,3,2,1,2,3,2,2,3,2,1,2,3,1,3,5,1,2,1,2,3,1,1,4,1,2,3,3,3,3,1,4,3,3,3,4,3
55,"Female","Yes","dip","Diploma","Full-Time",55000,"Aviation Specialist","AVIATION SPECIALIST","10",0,"Large Town","United States","Married",4,0,"No","No","Very High",1.6,2.07,2.25,4,2,2,2,2,2,1,1,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,4,4,4,4,4,4
55,"Male","No","ma","Masters","Retired",45000,"0","*MISSING*","0",0,"Medium-Sized","United States","Divorced",0,0,"Yes","Yes","Very High",2.8,3.47,3.1,3.2,3,3,5,3,3,1,4,2,4,4,3,4,4,4,3,4,4,4,4,4,4,2,3,3,3,3,3,4,2,2,2,4,3,3,4,4,2,3,4,3,3,3,3,4,4
23,"Female","No","ma","Masters","Student",67500,"0","*MISSING*","0",0,"Large-City","United States","Single",0,0,"No","No","Very High",1.6,2,2.2,3.4,2,2,2,2,2,1,2,2,3,1,2,1,2,1,3,2,2,4,2,2,2,2,3,2,2,3,2,4,2,1,2,2,2,2,2,3,2,2,2,3,4,3,3,4,3
32.5,"Female","Yes","deg","Degree","Full-Time",150000,"Network Engineer","IT NETWORK ENGINEER","1",0,"Small City","United States","Married",NA,0,"Yes","Yes","Very High",3,3.13,3.7,3.8,3,4,4,4,4,1,1,2,3,4,4,4,3,4,4,3,3,3,4,4,4,4,2,4,4,3,4,4,4,3,4,4,2,4,4,4,4,4,4,3,4,4,4,4,2
55,"Female","Yes","ma","Masters","Part-Time",25000,"CRNA","NURSING - CERTIFIED REGISTERED ANESTHETIST","28",0,"Medium-Sized","United States","Married",NA,0,"Yes","No","Very High",3.8,1.73,2.75,2.4,5,5,5,4,4,1,1,2,1,2,1,1,2,3,3,2,1,1,1,3,4,1,1,1,3,1,4,4,4,1,4,5,1,4,4,1,1,4,4,1,2,2,3,4,3
67.5,"Female","Yes","ltuni","Left University","Full-Time",35000,"secretary","ADMIN ASSISTANT","7",0,"Small Town","United States","Divorced",NA,1,"No","No","Very High",2.2,1.87,2.05,4.6,3,2,3,2,2,3,1,3,2,2,1,1,2,1,2,3,1,3,1,2,3,1,2,2,2,2,3,2,3,1,1,2,3,2,1,3,3,1,2,3,5,5,5,5,3
37.5,"Female","Yes","phd","PhD","Unemployed",NA,"0","*MISSING*","0",0,"Small City","United States","Married",0,2,"Yes","Yes","Very High",4.4,3.67,4.05,3.6,5,5,5,5,5,5,2,5,5,5,5,5,3,2,5,2,2,3,1,5,5,4,4,5,4,4,5,4,2,1,1,5,5,5,5,3,4,5,5,5,2,4,2,5,3
28,"Female","No","phd","PhD","Full-Time",67500,"assistant professor","PROFESSOR","3",0,"Medium-Sized","United States","Married",0,0,"Yes","No","Very High",1.8,2.73,2.6,4.2,4,2,2,1,2,1,2,1,4,2,4,3,5,2,5,2,3,3,2,2,4,1,1,3,3,1,3,2,3,1,2,3,3,1,4,3,3,5,4,3,4,4,5,5,5
32.5,"*Missing*","Yes","phd","PhD","Full-Time",150000,"Scientist","SCIENTIST","3",0,"Large-City","United States","Married",NA,1,"Yes","Yes","Very High",1.8,3,3.5,3.6,3,3,1,1,2,1,2,4,3,4,2,4,4,3,4,1,4,3,4,3,3,3,3,4,3,1,4,2,5,4,2,5,3,5,5,4,3,4,4,4,3,4,3,4,2
28,"Female","No","ma","Masters","Full-Time",35000,"Research Assistant","RESEARCH ASSISTANT","1",7,"Large-City","United States","Married",0,0,"Yes","No","Very High",2.2,1.6,2.2,2.8,3,2,3,3,3,1,1,1,1,1,2,1,2,1,3,3,1,2,1,2,3,2,2,2,1,2,2,3,3,1,1,3,1,2,3,3,2,3,3,2,3,3,3,3,3
45,"Male","Yes","phd","PhD","Full-Time",150000,"engineer","ENGINEER","2",6,"Large-City","United States","Married",NA,0,"Yes","Yes","Very High",3.2,3.93,4.3,2.8,5,4,4,3,3,2,4,5,4,4,4,4,4,4,5,3,5,4,4,5,5,4,4,5,4,3,4,5,5,3,5,4,4,3,4,5,5,5,4,4,2,3,3,2,1
45,"Female","No","ma","Masters","Full-Time",87500,"0","*MISSING*","6",0,"Large-City","United States","Married",0,0,"Yes","No","Very High",4,2.53,2.7,3.8,5,5,5,5,3,1,1,5,2,3,4,3,4,3,5,1,1,1,1,3,3,1,1,2,2,3,3,3,5,2,2,4,2,2,2,4,4,2,4,3,4,4,4,4,3
55,"Male","Yes","ma","Masters","Full-Time",NA,"education administration","ACADEMIC - ADMINISTRATION","7",0,"Large-City","United States","Married",0,2,"Yes","Yes","Very High",2.8,2.13,2.5,3.4,4,3,3,2,2,1,1,1,2,3,4,3,3,4,3,2,1,1,1,1,3,1,3,4,1,1,3,3,5,1,2,4,2,2,4,2,1,4,3,3,3,4,3,4,1
45,"Female","No","ltuni","Left University","Full-Time",87500,"0","*MISSING*","3",6,"Large-City","United States","Single",0,0,"Yes","No","Very High",3.2,3,3.75,1.8,4,4,5,3,3,1,2,4,5,3,2,2,3,2,3,5,3,5,2,3,3,4,3,5,5,3,4,4,4,1,5,4,3,4,4,4,4,5,3,4,2,1,1,1,1
32.5,"Female","Yes","ltuni","Left University","Unemployed",67500,"0","*MISSING*","0",0,"Medium-Sized","United States","Married",NA,2,"Yes","Yes","Very High",1.6,2.13,2.35,3.2,2,2,1,1,1,1,2,2,3,3,2,2,3,3,2,1,3,1,3,1,3,1,2,4,1,2,2,2,3,2,2,3,1,1,3,4,2,4,4,2,4,4,3,3,3
67.5,"Female","No","dip","Diploma","Part-Time",87500,"Writer / eductor","WRITER / EDUCTOR","28",0,"Large-City","United States","Married",0,0,"Yes","No","Very High",2,1.33,1.55,2.4,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,1,3,1,1,2,1,1,1,1,1,1,4,2,1,1,1,1,1,3,3,3,2,3,3,1,1
37.5,"Male","Yes","phd","PhD","Full-Time",45000,"Scientist","SCIENTIST","3",8,"Small City","United States","Married",NA,0,"Yes","Yes","Very High",3.6,4.2,3.95,3,4,5,4,5,4,2,3,5,4,5,4,5,5,5,5,4,5,3,4,5,5,2,3,2,4,4,4,4,4,3,5,4,3,5,5,4,4,5,4,5,3,2,3,2,2
28,"Female","Yes","ltuni","Left University","Full-Time",15000,"Accounting Assistant","ACCOUNTANT","5",0,"Small City","United States","Married",NA,0,"Yes","Yes","Very High",2.4,3.6,3.8,2.8,3,3,3,3,3,4,2,4,4,3,5,5,3,4,4,4,3,4,2,5,5,2,3,4,5,2,5,3,4,4,3,3,4,4,4,5,5,1,5,2,3,3,3,3,3
67.5,"Male","Yes","phd","PhD","Full-Time",87500,"Program Director","PROGRAM DIRECTOR","0",7,"Large-City","United States","Married",NA,2,"Yes","Yes","Very High",2.8,2.13,2.1,3.8,3,3,4,2,2,1,1,4,2,2,3,3,3,2,3,2,1,2,1,2,3,2,2,2,1,2,3,2,4,1,2,3,1,1,2,2,2,2,3,3,4,4,4,4,3
45,"Female","Yes","deg","Degree","Full-Time",35000,"Tech Analyst/GIS","TECH ANALYST/GIS","3",0,"Medium-Sized","United States","Married",NA,1,"No","No","Very High",1.8,2.27,2.45,3.6,2,2,2,2,2,2,2,2,2,3,3,2,2,1,3,3,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,2,3,4,2,3,2,3,3,2,4,4,4,4,4
